No,Tanggal,Waktu (UTC),Lintang,Bujur,Kedalaman,Magnitude,Keterangan,Dirasakan
299,2026-02-10,18:14:54,-9.25,117.5429,25.5,2.25,85 km Selatan Kab. Sumbawa-NTB,
300,2026-02-10,18:53:30,-8.26,117.3987,169.2,2.2,26 km Utara Kab. Sumbawa-NTB,
301,2026-02-10,18:55:59,-9.01,116.8747,10.0,1.99,29 km Selatan Kab. Sumbawa Barat-NTB,
302,2026-02-10,19:06:05,-8.12,117.767,10.0,1.88,56 km TimurLaut Kab. Sumbawa-NTB,
303,2026-02-10,19:09:53,-9.57,117.9939,23.4,2.07,116 km Selatan Kab. Bima-NTB,
304,2026-02-10,19:54:41,-8.88,117.0941,125.3,2.23,33 km Tenggara Kab. Sumbawa Barat-NTB,
305,2026-02-10,21:38:53,-8.58,118.3925,106.0,2.83,2 km TimurLaut Kab. Bima-NTB,
306,2026-02-10,22:53:26,-8.97,118.6016,97.7,2.05,48 km Tenggara Kab. Bima-NTB,
307,2026-02-10,23:20:52,-8.11,117.9075,16.0,2.56,68 km TimurLaut Kab. Sumbawa-NTB,
308,2026-02-11,00:53:59,-7.92,117.3295,19.3,2.43,64 km Utara Kab. Sumbawa-NTB,
309,2026-02-11,04:33:31,-8.87,116.8934,10.0,2.61,15 km Tenggara Kab. Sumbawa Barat-NTB,
310,2026-02-11,10:29:04,-7.74,118.8832,31.6,2.45,82 km Utara Kota Bima-NTB,
311,2026-02-11,10:31:35,-8.37,117.1493,17.7,2.78,33 km BaratLaut Kab. Sumbawa-NTB,
312,2026-02-11,10:44:23,-8.44,117.1321,14.0,2.16,32 km Barat Kab. Sumbawa-NTB,
313,2026-02-11,11:02:44,-8.96,117.9015,16.6,2.28,66 km BaratDaya Kab. Bima-NTB,
314,2026-02-11,11:29:02,-11.09,115.4103,25.0,3.72,268 km Selatan Kota Denpasar-Bali,
315,2026-02-11,12:04:45,-11.03,118.802,10.0,3.66,169 km BaratDaya Kab. Sumba Tengah-NTT,
316,2026-02-11,13:01:29,-8.23,117.7005,28.2,2.03,42 km TimurLaut Kab. Sumbawa-NTB,
317,2026-02-11,13:21:44,-8.14,117.8254,26.6,2.28,59 km TimurLaut Kab. Sumbawa-NTB,
318,2026-02-11,14:17:27,-8.16,117.6969,10.0,1.9,48 km TimurLaut Kab. Sumbawa-NTB,
319,2026-02-11,15:38:50,-10.01,118.4083,26.5,2.54,111 km BaratDaya Kab. Sumba Barat-NTT,
320,2026-02-11,15:42:29,-9.02,118.3239,73.3,1.53,47 km Selatan Kab. Bima-NTB,
321,2026-02-11,15:55:43,-8.19,117.7022,10.0,1.84,46 km TimurLaut Kab. Sumbawa-NTB,
322,2026-02-11,15:58:30,-8.23,117.8193,25.0,1.81,53 km TimurLaut Kab. Sumbawa-NTB,
323,2026-02-11,16:40:11,-8.65,116.2881,90.3,3.29,6 km Utara Kab. Lombok Tengah-NTB,
324,2026-02-11,17:24:43,-8.45,116.9549,10.0,2.33,37 km TimurLaut Kab. Sumbawa Barat-NTB,
325,2026-02-11,17:29:42,-8.56,118.5275,118.4,1.56,7 km Timur Kab. Dompu-NTB,
326,2026-02-11,19:03:14,-9.28,117.1497,22.1,2.17,69 km Tenggara Kab. Sumbawa Barat-NTB,
327,2026-02-11,20:12:29,-8.46,116.9991,10.0,1.9,38 km TimurLaut Kab. Sumbawa Barat-NTB,
328,2026-02-11,20:26:45,-8.69,118.7666,10.0,1.39,26 km Selatan Kota Bima-NTB,
329,2026-02-11,20:33:15,-8.2,117.7365,17.6,2.06,48 km TimurLaut Kab. Sumbawa-NTB,
330,2026-02-11,21:31:29,-8.51,118.1777,127.2,2.17,24 km BaratLaut Kab. Bima-NTB,
331,2026-02-11,23:44:52,-8.67,117.0952,18.2,1.75,32 km Timur Kab. Sumbawa Barat-NTB,
332,2026-02-12,00:00:23,-7.76,118.6657,35.2,2.79,78 km Utara Kota Bima-NTB,
333,2026-02-12,01:03:00,-9.57,118.622,56.2,3.19,71 km Barat Kab. Sumba Barat Daya-NTT,
334,2026-02-12,01:03:00,-9.57,118.622,56.2,3.17,71 km Barat Kab. Sumba Barat Daya-NTT,
335,2026-02-12,01:33:10,-8.14,117.6815,14.0,1.95,48 km TimurLaut Kab. Sumbawa-NTB,
336,2026-02-12,01:33:10,-8.14,117.6815,14.0,1.95,48 km TimurLaut Kab. Sumbawa-NTB,
337,2026-02-12,01:38:49,-11.22,118.4975,33.9,3.18,202 km BaratDaya Kab. Sumba Barat-NTT,
338,2026-02-12,01:38:49,-11.22,118.4975,33.9,3.18,202 km BaratDaya Kab. Sumba Barat-NTT,
339,2026-02-12,01:40:43,-8.18,117.7771,17.6,1.97,52 km TimurLaut Kab. Sumbawa-NTB,
340,2026-02-12,01:40:43,-8.18,117.7771,17.6,1.99,52 km TimurLaut Kab. Sumbawa-NTB,
341,2026-02-12,02:12:39,-8.21,117.7794,27.6,1.67,50 km TimurLaut Kab. Sumbawa-NTB,
342,2026-02-12,02:12:39,-8.21,117.7794,27.6,1.67,50 km TimurLaut Kab. Sumbawa-NTB,
343,2026-02-12,02:31:28,-7.63,117.3267,11.0,3.79,96 km Utara Kab. Sumbawa-NTB,
344,2026-02-12,02:52:28,-9.4,117.1126,30.4,2.2,79 km Tenggara Kab. Sumbawa Barat-NTB,
345,2026-02-12,03:55:25,-8.34,118.3086,116.8,1.85,28 km BaratLaut Kab. Dompu-NTB,
346,2026-02-12,04:24:16,-8.15,117.7031,10.0,1.98,49 km TimurLaut Kab. Sumbawa-NTB,
347,2026-02-12,04:39:18,-8.85,116.9815,20.2,1.94,21 km Tenggara Kab. Sumbawa Barat-NTB,
348,2026-02-12,05:04:31,-7.84,117.3542,9.0,2.56,72 km Utara Kab. Sumbawa-NTB,
349,2026-02-12,06:09:59,-8.44,115.9567,11.0,2.83,24 km BaratLaut Kota Mataram-NTB,
350,2026-02-12,08:59:03,-8.87,119.1135,17.9,1.89,61 km Utara Kab. Sumba Barat Daya-NTT,
351,2026-02-12,11:26:20,-8.2,117.7724,21.2,1.71,51 km TimurLaut Kab. Sumbawa-NTB,
352,2026-02-12,11:50:47,-8.38,119.1289,162.0,1.95,45 km Timur Kota Bima-NTB,
353,2026-02-12,11:50:47,-8.38,119.1289,162.0,1.95,45 km Timur Kota Bima-NTB,
354,2026-02-12,14:10:47,-8.47,118.8882,162.8,2.16,18 km Timur Kota Bima-NTB,
355,2026-02-12,16:19:10,-7.93,117.5641,22.9,2.01,64 km Utara Kab. Sumbawa-NTB,
356,2026-02-12,16:44:30,-9.39,116.3515,10.0,2.1,77 km Selatan Kab. Lombok Tengah-NTB,
357,2026-02-12,17:18:06,-8.14,117.7291,10.0,1.89,52 km TimurLaut Kab. Sumbawa-NTB,
358,2026-02-12,17:25:43,-8.58,116.1084,21.9,1.79,2 km TimurLaut Kota Mataram-NTB,
359,2026-02-12,17:40:37,-8.17,117.7608,13.5,1.99,52 km TimurLaut Kab. Sumbawa-NTB,
360,2026-02-12,17:48:05,-9.39,117.9288,25.4,2.03,101 km BaratDaya Kab. Bima-NTB,
361,2026-02-12,18:38:58,-8.15,119.0755,16.3,2.44,51 km TimurLaut Kota Bima-NTB,
362,2026-02-12,18:58:07,-8.59,116.0944,20.1,1.72,1 km BaratLaut Kota Mataram-NTB,
363,2026-02-12,19:19:29,-8.42,118.7057,125.7,1.34,5 km BaratLaut Kota Bima-NTB,
364,2026-02-12,19:49:02,-7.83,117.3759,15.2,2.41,73 km Utara Kab. Sumbawa-NTB,
365,2026-02-12,20:33:07,-8.7,119.1255,6.9,1.69,51 km Tenggara Kota Bima-NTB,
366,2026-02-12,21:52:00,-11.04,117.6646,23.1,3.12,243 km BaratDaya Kab. Sumba Barat-NTT,
367,2026-02-12,22:14:43,-8.33,117.1569,10.2,3.4,34 km BaratLaut Kab. Sumbawa-NTB,
368,2026-02-13,00:43:57,-8.67,117.9458,97.7,2.67,48 km Barat Kab. Bima-NTB,
369,2026-02-13,04:36:31,-8.84,118.4751,109.3,2.18,29 km Selatan Kab. Bima-NTB,
370,2026-02-13,04:57:53,-8.24,117.7513,37.5,2.62,46 km TimurLaut Kab. Sumbawa-NTB,
371,2026-02-13,05:18:37,-10.91,117.552,29.8,3.5,243 km BaratDaya Kab. Sumba Barat-NTT,
372,2026-02-13,07:19:26,-8.88,116.8641,10.0,2.89,15 km Selatan Kab. Sumbawa Barat-NTB,
373,2026-02-13,07:53:04,-8.6,118.8449,114.6,2.61,20 km Tenggara Kota Bima-NTB,
374,2026-02-13,08:40:02,-8.19,117.7124,10.0,2.21,46 km TimurLaut Kab. Sumbawa-NTB,
375,2026-02-13,09:17:23,-8.65,118.4251,113.0,2.71,8 km Tenggara Kab. Bima-NTB,
376,2026-02-13,09:45:12,-8.1,117.7811,23.6,2.22,59 km TimurLaut Kab. Sumbawa-NTB,
377,2026-02-13,11:42:50,-8.67,118.6685,101.5,1.78,24 km Selatan Kota Bima-NTB,
378,2026-02-13,12:54:47,-8.44,115.6427,21.2,1.66,3 km Timur Kab. Karangasem-Bali,
379,2026-02-13,14:28:47,-8.82,116.9778,69.4,2.31,19 km Tenggara Kab. Sumbawa Barat-NTB,
380,2026-02-13,14:58:04,-8.22,117.7267,27.5,2.27,45 km TimurLaut Kab. Sumbawa-NTB,
381,2026-02-13,15:32:11,-8.59,116.2965,96.2,2.17,12 km Utara Kab. Lombok Tengah-NTB,
382,2026-02-13,18:32:43,-7.82,117.3564,18.8,2.97,75 km Utara Kab. Sumbawa-NTB,
383,2026-02-13,20:25:57,-8.16,117.6621,16.2,2.4,45 km TimurLaut Kab. Sumbawa-NTB,
384,2026-02-13,20:40:33,-8.19,117.6397,11.0,2.05,41 km TimurLaut Kab. Sumbawa-NTB,
385,2026-02-13,20:56:49,-8.79,118.8543,12.1,1.72,39 km Selatan Kota Bima-NTB,
386,2026-02-13,21:48:25,-9.49,116.6044,38.1,2.59,85 km Selatan Kab. Sumbawa Barat-NTB,
387,2026-02-13,22:42:21,-9.49,116.3756,26.5,3.03,88 km Selatan Kab. Lombok Tengah-NTB,
388,2026-02-14,00:46:44,-8.97,118.3451,96.1,3.83,42 km Selatan Kab. Bima-NTB,
389,2026-02-14,01:35:08,-7.84,119.0361,29.7,2.68,77 km TimurLaut Kota Bima-NTB,
390,2026-02-14,04:38:50,-7.76,117.362,10.0,2.48,81 km Utara Kab. Sumbawa-NTB,
391,2026-02-14,05:23:38,-7.89,117.3828,12.6,2.4,67 km Utara Kab. Sumbawa-NTB,
392,2026-02-14,05:26:01,-7.82,117.3666,22.3,3.55,75 km Utara Kab. Sumbawa-NTB,
393,2026-02-14,06:00:42,-8.39,116.9259,14.7,2.43,42 km Utara Kab. Sumbawa Barat-NTB,
394,2026-02-14,06:35:12,-7.84,117.3571,15.1,2.65,72 km Utara Kab. Sumbawa-NTB,
395,2026-02-14,06:46:31,-7.84,117.3826,26.4,2.85,72 km Utara Kab. Sumbawa-NTB,
396,2026-02-14,07:08:53,-8.68,118.874,8.4,1.95,29 km Tenggara Kota Bima-NTB,
397,2026-02-14,07:21:46,-8.21,117.7164,27.7,2.22,45 km TimurLaut Kab. Sumbawa-NTB,
398,2026-02-14,07:42:35,-8.68,116.2458,88.7,2.98,4 km BaratLaut Kab. Lombok Tengah-NTB,
399,2026-02-14,08:47:17,-7.85,117.3803,10.1,2.65,71 km Utara Kab. Sumbawa-NTB,
400,2026-02-14,11:15:47,-7.85,118.7688,38.4,2.24,68 km Utara Kota Bima-NTB,
401,2026-02-14,12:38:15,-8.14,117.6862,13.8,2.16,49 km TimurLaut Kab. Sumbawa-NTB,
402,2026-02-14,12:53:59,-8.22,117.7655,16.8,2.06,49 km TimurLaut Kab. Sumbawa-NTB,
403,2026-02-14,13:33:26,-8.23,117.6849,46.7,2.58,41 km TimurLaut Kab. Sumbawa-NTB,
404,2026-02-14,14:02:32,-8.37,117.1343,16.6,2.29,34 km BaratLaut Kab. Sumbawa-NTB,
405,2026-02-14,15:23:04,-9.76,118.6352,36.0,2.56,78 km Barat Kab. Sumba Barat-NTT,
406,2026-02-14,15:56:45,-9.61,116.215,34.8,2.71,101 km Selatan Kab. Lombok Tengah-NTB,
407,2026-02-14,16:16:19,-8.21,118.8603,16.7,2.37,31 km TimurLaut Kota Bima-NTB,
408,2026-02-14,18:51:38,-8.05,118.85,12.2,2.32,47 km Utara Kota Bima-NTB,
409,2026-02-14,19:11:18,-8.24,117.7452,26.8,1.93,45 km TimurLaut Kab. Sumbawa-NTB,
410,2026-02-14,19:22:17,-9.22,117.4187,60.2,2.23,80 km Selatan Kab. Sumbawa-NTB,
411,2026-02-14,20:40:45,-8.61,118.4764,114.7,1.7,8 km Selatan Kab. Dompu-NTB,
412,2026-02-14,20:47:43,-8.17,117.7229,18.7,2.38,49 km TimurLaut Kab. Sumbawa-NTB,
413,2026-02-14,21:55:45,-9.36,115.3409,26.7,2.35,78 km Selatan Kota Denpasar-Bali,
414,2026-02-14,23:45:54,-8.92,116.242,85.0,2.28,25 km Selatan Kab. Lombok Tengah-NTB,
415,2026-02-15,00:35:21,-9.95,118.7773,22.1,2.59,72 km BaratDaya Kab. Sumba Barat-NTT,
416,2026-02-15,01:39:52,-8.12,117.8055,17.6,1.93,59 km TimurLaut Kab. Sumbawa-NTB,
417,2026-02-15,01:41:09,-8.72,118.3965,110.8,1.52,14 km Selatan Kab. Bima-NTB,
418,2026-02-15,02:15:06,-7.76,117.2774,13.9,2.21,82 km Utara Kab. Sumbawa-NTB,
419,2026-02-15,04:47:32,-8.61,118.4223,112.1,1.98,5 km Timur Kab. Bima-NTB,
420,2026-02-15,04:51:35,-8.25,117.7028,24.6,1.97,41 km TimurLaut Kab. Sumbawa-NTB,
421,2026-02-15,06:13:14,-9.47,116.6546,33.4,2.56,81 km Selatan Kab. Sumbawa Barat-NTB,
422,2026-02-15,06:28:15,-8.24,115.0203,16.2,1.64,16 km BaratDaya Kab. Buleleng-Bali,
423,2026-02-15,06:46:50,-8.91,116.8589,10.0,2.02,18 km Selatan Kab. Sumbawa Barat-NTB,
424,2026-02-15,08:21:51,-8.59,118.3998,117.8,2.96,3 km Timur Kab. Bima-NTB,
425,2026-02-15,08:35:10,-8.11,117.7496,11.7,2.08,56 km TimurLaut Kab. Sumbawa-NTB,
426,2026-02-15,08:37:19,-8.92,118.2794,132.0,2.06,38 km Selatan Kab. Bima-NTB,
427,2026-02-15,09:37:23,-7.82,117.3122,10.0,2.27,75 km Utara Kab. Sumbawa-NTB,
428,2026-02-15,10:11:30,-7.94,117.455,10.0,2.29,61 km Utara Kab. Sumbawa-NTB,
429,2026-02-15,10:37:49,-7.74,117.3238,17.9,2.22,84 km Utara Kab. Sumbawa-NTB,
430,2026-02-15,11:07:15,-7.68,117.3075,24.2,2.53,91 km Utara Kab. Sumbawa-NTB,
431,2026-02-15,11:16:11,-8.14,117.6927,14.0,1.87,49 km TimurLaut Kab. Sumbawa-NTB,
432,2026-02-15,12:02:15,-9.52,117.3773,90.8,2.31,105 km Tenggara Kab. Sumbawa Barat-NTB,
433,2026-02-15,12:03:36,-8.46,117.3924,10.0,2.28,5 km BaratLaut Kab. Sumbawa-NTB,
434,2026-02-15,12:11:16,-8.69,116.3929,99.8,2.12,13 km Timur Kab. Lombok Tengah-NTB,
435,2026-02-15,12:18:05,-7.98,117.7011,19.8,2.41,65 km TimurLaut Kab. Sumbawa-NTB,
436,2026-02-15,12:50:29,-8.14,117.744,15.4,2.07,53 km TimurLaut Kab. Sumbawa-NTB,
437,2026-02-15,13:28:41,-8.67,116.1784,16.1,1.69,5 km Timur Kab. Lombok Barat-NTB,
438,2026-02-15,13:36:28,-8.2,117.7117,11.0,1.96,46 km TimurLaut Kab. Sumbawa-NTB,
439,2026-02-15,13:44:08,-11.37,118.04,10.0,5.0,"South of Sumbawa, Indonesia",dirasakan di daerah Kodi Sumba Barat Daya I-II MMI
440,2026-02-15,14:12:22,-8.23,117.7142,14.8,2.13,43 km TimurLaut Kab. Sumbawa-NTB,
441,2026-02-15,16:51:39,-8.15,117.8414,10.0,1.88,60 km TimurLaut Kab. Sumbawa-NTB,
442,2026-02-15,17:16:15,-8.51,118.8752,104.1,1.9,17 km Timur Kota Bima-NTB,
443,2026-02-15,17:25:37,-8.66,116.1801,11.6,1.49,6 km Timur Kab. Lombok Barat-NTB,
444,2026-02-15,19:26:36,-8.69,116.1588,14.5,1.72,3 km Tenggara Kab. Lombok Barat-NTB,
445,2026-02-15,19:59:58,-10.73,117.7266,10.0,2.87,216 km BaratDaya Kab. Sumba Barat-NTT,
446,2026-02-15,21:06:17,-8.16,117.7214,10.0,2.08,50 km TimurLaut Kab. Sumbawa-NTB,
447,2026-02-15,22:03:39,-8.95,116.9429,85.5,2.36,26 km Tenggara Kab. Sumbawa Barat-NTB,
448,2026-02-16,01:48:58,-8.42,116.591,21.0,1.81,27 km Utara Kab. Lombok Timur-NTB,
449,2026-02-16,03:19:44,-8.16,117.714,11.0,1.96,49 km TimurLaut Kab. Sumbawa-NTB,
450,2026-02-16,04:12:58,-8.6,118.3588,111.3,3.42,2 km Barat Kab. Bima-NTB,
451,2026-02-16,07:12:44,-8.65,117.9362,10.9,2.44,49 km Barat Kab. Bima-NTB,
452,2026-02-16,08:13:54,-8.85,116.8537,11.0,2.16,11 km Selatan Kab. Sumbawa Barat-NTB,
453,2026-02-16,08:18:26,-9.39,118.223,32.0,2.1,90 km Selatan Kab. Bima-NTB,
454,2026-02-16,09:48:36,-8.72,118.1742,139.0,2.62,26 km BaratDaya Kab. Bima-NTB,
455,2026-02-16,11:42:16,-8.5642,118.383,115.3,4.86,"Sumbawa Region, Indonesia","dirasakan di wilayah Sumbawa Besar III MMI, Kota Bima II MMI"
456,2026-02-16,12:28:25,-8.61,117.3517,10.0,2.26,15 km BaratDaya Kab. Sumbawa-NTB,
457,2026-02-16,12:55:52,-8.79,117.4284,10.1,2.02,33 km Selatan Kab. Sumbawa-NTB,
458,2026-02-16,15:09:46,-8.75,118.8353,10.0,2.13,34 km Selatan Kota Bima-NTB,
459,2026-02-16,16:26:35,-8.22,117.714,17.5,2.32,44 km TimurLaut Kab. Sumbawa-NTB,
460,2026-02-16,16:41:35,-7.98,117.7611,13.0,2.44,68 km TimurLaut Kab. Sumbawa-NTB,
461,2026-02-16,16:43:36,-8.18,117.7059,37.2,3.17,47 km TimurLaut Kab. Sumbawa-NTB,
462,2026-02-16,16:57:27,-8.6,118.7946,93.7,2.44,17 km Tenggara Kota Bima-NTB,
463,2026-02-16,16:59:19,-8.2,117.8263,16.9,2.38,55 km TimurLaut Kab. Sumbawa-NTB,
464,2026-02-16,18:21:21,-8.19,117.7114,16.6,2.16,46 km TimurLaut Kab. Sumbawa-NTB,
465,2026-02-16,18:43:05,-7.9,115.2397,10.0,2.06,29 km TimurLaut Kab. Buleleng-Bali,
466,2026-02-16,18:57:41,-8.82,119.068,92.5,3.52,55 km Tenggara Kota Bima-NTB,
467,2026-02-16,19:10:12,-7.74,118.5005,36.2,2.43,84 km Utara Kota Bima-NTB,
468,2026-02-16,19:23:30,-9.2273,114.69,84.2,4.01,"South of Bali, Indonesia",dirasakan di wilayah Kuta dan Kuta Selatan II MMI
469,2026-02-16,21:15:04,-8.71,116.294,101.9,2.15,2 km Tenggara Kab. Lombok Tengah-NTB,
470,2026-02-16,22:01:43,-8.55,116.3123,100.8,1.77,17 km Utara Kab. Lombok Tengah-NTB,
471,2026-02-16,22:25:43,-8.37,116.4027,12.2,1.93,17 km Timur Kab. Lombok Utara-NTB,
472,2026-02-16,22:26:54,-8.36,116.4334,11.6,1.8,20 km Timur Kab. Lombok Utara-NTB,
473,2026-02-16,22:46:02,-8.08,117.2517,17.9,2.12,49 km Utara Kab. Sumbawa-NTB,
474,2026-02-16,23:10:43,-8.84,116.9818,123.6,2.45,20 km Tenggara Kab. Sumbawa Barat-NTB,
475,2026-02-16,23:13:08,-8.54,119.2645,125.8,2.19,60 km Timur Kota Bima-NTB,
476,2026-02-16,23:24:08,-9.74,118.7478,55.8,2.71,65 km Barat Kab. Sumba Barat-NTT,
477,2026-02-17,01:10:22,-8.19,118.1425,14.9,2.45,52 km BaratLaut Kab. Bima-NTB,
478,2026-02-17,02:20:41,-7.86,119.0998,30.8,2.47,78 km TimurLaut Kota Bima-NTB,
479,2026-02-17,02:43:40,-8.16,118.116,13.1,1.88,56 km BaratLaut Kab. Bima-NTB,
480,2026-02-17,02:50:21,-9.36,116.7805,24.8,2.26,67 km Selatan Kab. Sumbawa Barat-NTB,
481,2026-02-17,04:04:29,-10.91,118.4805,17.3,3.04,173 km BaratDaya Kab. Sumba Barat-NTT,
482,2026-02-17,06:32:38,-8.25,117.7739,27.1,1.99,47 km TimurLaut Kab. Sumbawa-NTB,
483,2026-02-17,08:08:56,-8.72,116.9831,115.8,2.4,18 km Timur Kab. Sumbawa Barat-NTB,
484,2026-02-17,08:15:04,-8.95,116.9041,21.0,2.46,24 km Tenggara Kab. Sumbawa Barat-NTB,
485,2026-02-17,08:37:34,-8.88,116.8746,10.0,2.11,15 km Tenggara Kab. Sumbawa Barat-NTB,
486,2026-02-17,09:28:23,-9.48,117.665,26.2,2.22,113 km Selatan Kab. Sumbawa-NTB,
487,2026-02-17,09:41:39,-8.5,116.1376,73.2,2.02,12 km Utara Kota Mataram-NTB,
488,2026-02-17,10:16:35,-8.14,117.633,10.0,1.88,45 km TimurLaut Kab. Sumbawa-NTB,
489,2026-02-17,11:26:00,-8.14,117.7792,47.6,1.89,56 km TimurLaut Kab. Sumbawa-NTB,
490,2026-02-17,13:05:46,-8.26,117.7563,34.1,1.91,45 km TimurLaut Kab. Sumbawa-NTB,
491,2026-02-17,14:27:48,-8.26,116.4043,10.2,2.73,20 km TimurLaut Kab. Lombok Utara-NTB,
492,2026-02-17,14:48:12,-8.16,115.1896,10.3,2.21,12 km Tenggara Kab. Buleleng-Bali,
493,2026-02-17,15:00:54,-7.76,119.1808,37.3,2.13,92 km TimurLaut Kota Bima-NTB,
494,2026-02-17,15:02:59,-8.36,116.497,11.1,2.09,27 km Timur Kab. Lombok Utara-NTB,
495,2026-02-17,16:00:04,-8.19,117.7917,24.6,2.52,53 km TimurLaut Kab. Sumbawa-NTB,
496,2026-02-17,17:03:39,-9.68,116.019,27.9,2.67,112 km Selatan Kab. Lombok Barat-NTB,
497,2026-02-17,17:15:22,-9.55,118.0172,25.1,2.23,113 km Selatan Kab. Bima-NTB,
498,2026-02-17,17:47:06,-9.14,118.2906,137.0,1.85,61 km Selatan Kab. Bima-NTB,
499,2026-02-17,18:05:40,-7.83,117.2098,16.9,2.45,77 km Utara Kab. Sumbawa-NTB,
500,2026-02-17,18:14:28,-7.72,118.9369,22.8,2.44,85 km Utara Kota Bima-NTB,
501,2026-02-17,18:23:52,-8.23,117.6945,11.5,2.14,42 km TimurLaut Kab. Sumbawa-NTB,
502,2026-02-17,18:26:08,-11.02,118.3492,12.8,3.07,191 km BaratDaya Kab. Sumba Barat-NTT,
503,2026-02-17,19:23:11,-8.2979,116.3984,11.4,3.64,"Sumbawa Region, Indonesia",dirasakan di wilayah Lombok Timur II-III MMI
504,2026-02-17,21:23:04,-9.76,118.4126,8.5,2.08,100 km BaratDaya Kab. Sumba Barat Daya-NTT,
505,2026-02-18,00:52:51,-8.25,117.757,32.1,2.24,46 km TimurLaut Kab. Sumbawa-NTB,
506,2026-02-18,01:24:53,-9.47,117.1321,29.7,2.42,86 km Tenggara Kab. Sumbawa Barat-NTB,
507,2026-02-18,01:33:07,-8.22,117.6846,21.6,2.02,42 km TimurLaut Kab. Sumbawa-NTB,
508,2026-02-18,04:59:22,-8.14,117.6854,26.4,2.21,49 km TimurLaut Kab. Sumbawa-NTB,
509,2026-02-18,05:30:17,-8.12,117.7476,10.0,2.03,55 km TimurLaut Kab. Sumbawa-NTB,
510,2026-02-18,05:33:00,-8.22,117.7136,10.0,2.16,44 km TimurLaut Kab. Sumbawa-NTB,
511,2026-02-18,05:33:32,-8.3,118.9718,133.7,3.2,32 km TimurLaut Kota Bima-NTB,
512,2026-02-18,07:37:40,-11.06,118.8225,10.0,3.91,171 km Selatan Kab. Sumba Tengah-NTT,
513,2026-02-18,10:27:58,-8.2,117.6946,10.0,2.05,44 km TimurLaut Kab. Sumbawa-NTB,
514,2026-02-18,10:33:33,-8.25,117.7793,35.1,1.98,48 km TimurLaut Kab. Sumbawa-NTB,
515,2026-02-18,11:31:06,-8.63,118.3944,111.4,2.0,4 km Tenggara Kab. Bima-NTB,
516,2026-02-18,12:19:25,-8.35,117.7384,53.3,1.93,38 km TimurLaut Kab. Sumbawa-NTB,
517,2026-02-18,12:28:04,-8.24,117.8626,28.0,2.17,56 km TimurLaut Kab. Sumbawa-NTB,
518,2026-02-18,14:35:11,-8.51,118.7769,110.8,1.81,8 km Tenggara Kota Bima-NTB,
519,2026-02-18,15:17:38,-9.47,116.5862,42.7,2.67,83 km Selatan Kab. Sumbawa Barat-NTB,
520,2026-02-18,15:33:06,-8.16,117.7134,14.4,2.34,49 km TimurLaut Kab. Sumbawa-NTB,
521,2026-02-18,18:34:12,-8.91,118.7251,78.3,2.08,50 km Selatan Kota Bima-NTB,
522,2026-02-18,19:09:06,-8.02,117.9149,16.5,2.31,75 km TimurLaut Kab. Sumbawa-NTB,
523,2026-02-18,20:16:59,-9.08,116.3009,103.0,2.34,42 km Selatan Kab. Lombok Tengah-NTB,
524,2026-02-18,20:18:05,-9.52,115.7944,23.2,2.66,100 km Selatan Kab. Lombok Barat-NTB,
525,2026-02-18,21:22:19,-9.12,116.8756,9.0,2.29,41 km Selatan Kab. Sumbawa Barat-NTB,
526,2026-02-18,22:57:46,-8.71,117.7522,12.6,1.74,44 km Tenggara Kab. Sumbawa-NTB,
527,2026-02-18,23:00:40,-8.22,117.7327,11.0,2.25,46 km TimurLaut Kab. Sumbawa-NTB,
528,2026-02-18,23:12:46,-8.17,118.8418,13.5,2.18,35 km Utara Kota Bima-NTB,
529,2026-02-18,23:40:48,-8.16,117.891,14.3,2.36,64 km TimurLaut Kab. Sumbawa-NTB,
530,2026-02-19,00:08:30,-11.07,117.6836,10.0,2.98,243 km BaratDaya Kab. Sumba Barat-NTT,
531,2026-02-19,00:19:42,-8.2,116.7438,10.0,1.92,56 km TimurLaut Kab. Lombok Timur-NTB,
532,2026-02-19,03:00:08,-9.25,118.3117,10.0,1.85,73 km Selatan Kab. Bima-NTB,
533,2026-02-19,04:35:29,-8.29,115.7704,18.0,3.0,25 km TimurLaut Kab. Karangasem-Bali,
534,2026-02-19,07:20:20,-8.99,118.6362,16.2,2.47,52 km Tenggara Kab. Bima-NTB,
535,2026-02-19,10:32:08,-8.24,117.7586,21.8,2.05,47 km TimurLaut Kab. Sumbawa-NTB,
536,2026-02-19,10:40:22,-8.75,118.3767,107.4,1.98,17 km Selatan Kab. Bima-NTB,
537,2026-02-19,11:40:07,-8.48,118.4897,192.6,1.86,7 km TimurLaut Kab. Dompu-NTB,
538,2026-02-19,14:20:12,-8.42,116.0666,20.5,2.18,20 km Utara Kota Mataram-NTB,
539,2026-02-19,15:13:43,-8.64,115.6087,84.6,2.31,21 km Selatan Kab. Karangasem-Bali,
540,2026-02-19,16:56:08,-8.63,116.8054,112.7,2.36,14 km Utara Kab. Sumbawa Barat-NTB,
541,2026-02-19,17:09:54,-8.21,117.6652,15.9,2.01,41 km TimurLaut Kab. Sumbawa-NTB,
542,2026-02-19,17:48:32,-8.2,117.721,15.9,2.27,46 km TimurLaut Kab. Sumbawa-NTB,
543,2026-02-19,18:08:38,-8.44,118.7525,21.1,1.88,4 km TimurLaut Kota Bima-NTB,
544,2026-02-19,18:38:47,-8.22,117.7474,22.5,2.07,47 km TimurLaut Kab. Sumbawa-NTB,
