Tanggal	Waktu (WIB)	Lintang	Bujur	Kedalaman	Magnitude	Keterangan	Dirasakan
24/02/2024	08:41:18	-7.92	117.31	300	4.9	64 km BaratLaut SUMBAWA-NTB	
04/01/2024	23:03:30	-7.92	117.18	305	4.6	57 km TimurLaut PULAUSARINGI-NTB	
23/02/2024	11:07:44	-7.64	115.28	350	3	56 km TimurLaut BULELENG-BALI	
06/02/2024	04:54:51	-7.27	116.94	488	4.4	127 km BaratLaut PULAUSARINGI-NTB	
26/05/2024	01:59:03	-7.21	117.24	573	4.8	136 km TimurLaut PULAUSARINGI-NTB	
